player_id,player_name,ERA,FIP,WHIP,K9,BB9,HR9,KBB,QS,GS,year
13126,최민준,3.97,4.64656,1.46,6.03,3.289,0.822,1.8333,0.0,8.0,2025
13130,이채호,6.170000000000001,4.87007,1.46,6.171,3.857,0.771,1.6,0.0,1.0,2025
13156,최채흥,5.28,4.9945,1.69,6.517000000000001,4.345,0.931,1.5,0.0,4.0,2025
13157,양창섭,3.43,4.12181,1.37,6.429,2.714,0.429,2.3684,0.0,6.0,2025
13941,알칸타라,3.27,3.46988,1.12,6.843,0.744,0.818,9.2,14.0,19.0,2025
13942,쿠에바스,5.4,5.6261,1.53,5.492,4.21,1.19,1.3043,7.0,18.0,2025
14113,원태인,3.24,4.36024,1.1,5.832,1.458,1.08,4.0,20.0,27.0,2025
14128,김도현,4.8100000000000005,4.6447,1.45,5.098,2.37,0.79,2.1515,9.0,24.0,2025
14130,박주성,6.58,5.89749,1.52,4.5,2.769,1.558,1.625,2.0,6.0,2025
14132,조영건,5.68,5.97486,1.5699999999999998,5.446,4.4030000000000005,1.391,1.2368,0.0,6.0,2025
14143,이지강,5.32,4.55456,1.56,7.415,4.563,0.761,1.625,0.0,1.0,2025
14163,박진,5.32,4.89364,1.41,6.49,2.856,1.298,2.2727,0.0,5.0,2025
14196,윤산흠,3.78,3.61864,1.26,9.18,2.7,0.54,3.4,0.0,1.0,2025
14573,제환유,4.96,6.69823,1.78,4.408,6.612,1.102,0.6667,0.0,3.0,2025
14581,오원석,3.67,4.03728,1.38,7.685,3.537,0.68,2.1731,12.0,25.0,2025
14593,김태경,10.64,8.88228,2.45,8.182,7.364000000000001,3.273,1.1111,0.0,4.0,2025
14600,소형준,3.3,2.98945,1.25,7.513999999999999,1.7709999999999997,0.367,4.2414,18.0,24.0,2025
14615,황동재,6.970000000000001,4.31058,1.98,9.581,6.097,0.435,1.5714,0.0,1.0,2025
14616,이승민,3.78,4.17667,1.35,7.415,3.637,0.699,2.0385,0.0,1.0,2025
14625,홍민기,3.09,2.17177,1.09,10.969,3.094,0.0,3.5455,0.0,2.0,2025
14687,박시후,3.27,5.44921,1.41,5.847,4.987,0.86,1.1724,0.0,1.0,2025
14770,최승용,4.41,4.36649,1.35,5.493,2.785,0.619,1.9722,9.0,23.0,2025
14788,이의리,7.94,5.81444,1.82,9.529,7.034000000000001,1.361,1.3548,2.0,10.0,2025
14792,김진욱,10.0,8.23716,2.15,8.0,5.333,3.333,1.5,1.0,6.0,2025
14798,이승현,5.420000000000001,5.00417,1.65,6.572,4.086,0.888,1.6087,2.0,23.0,2025
14803,김건우,3.82,4.37016,1.55,9.273,6.682,0.273,1.3878,0.0,13.0,2025
14808,김기중,3.07,4.08228,1.5,4.909,3.682,0.0,1.3333,0.0,2.0,2025
14846,송승기,3.5,4.0992,1.38,7.812000000000001,3.062,0.938,2.551,10.0,27.0,2025
15011,반즈,5.32,4.21207,1.4,7.489,3.35,0.7879999999999999,2.2353,3.0,8.0,2025
15013,문동주,4.02,2.71699,1.18,10.041,2.306,0.521,4.3548,11.0,23.0,2025
15032,전영준,4.61,4.26041,1.41,9.399,4.443,0.8539999999999999,2.1154,0.0,5.0,2025
15045,이민석,5.26,5.66024,1.83,6.286,5.771,1.031,1.0893,4.0,17.0,2025
15063,황동하,5.3,4.24668,1.35,7.822000000000001,2.523,1.009,3.1,0.0,3.0,2025
15104,윤태호,6.75,3.9071,1.21,8.308,2.596,1.038,3.2,0.0,1.0,2025
15111,이준혁,7.299999999999999,6.54026,1.7,7.297,4.865,1.946,1.5,0.0,3.0,2025
15113,김녹원,6.5600000000000005,6.58293,1.74,4.757,6.043,1.286,0.7872,0.0,16.0,2025
15119,조민석,6.92,9.09556,1.77,2.769,7.615,2.077,0.3636,0.0,2.0,2025
15265,코엔 윈,7.039999999999999,6.37081,1.39,3.13,1.565,1.565,2.0,1.0,5.0,2025
15432,윤영철,5.58,4.70464,1.64,7.74,5.4,0.72,1.4333,1.0,13.0,2025
15437,이도현,6.92,5.31864,1.92,6.231,5.538,0.692,1.125,0.0,2.0,2025
15450,신영우,7.53,6.50701,1.67,11.93,10.047,1.256,1.1875000000000002,0.0,3.0,2025
15453,목지훈,6.05,5.74795,1.9,6.982999999999999,6.517000000000001,0.931,1.0714,1.0,15.0,2025
15462,송영진,5.83,5.88601,1.71,5.684,4.405,1.421,1.2903,1.0,8.0,2025
15508,최준호,8.44,7.37489,1.69,6.188,5.062,2.25,1.2222,0.0,3.0,2025
15509,김유성,8.83,6.12826,1.79,11.423,7.269,1.558,1.5714,0.0,4.0,2025
15527,강건,24.55,13.4641,3.82,2.455,17.182,2.455,0.1429,0.0,1.0,2025
15531,후라도,2.6,3.793470000000001,1.08,6.476,1.6419999999999997,0.775,3.9444,23.0,30.0,2025
15861,레예스,4.14,4.31864,1.26,6.3,2.16,0.9,2.9167,2.0,10.0,2025
15866,정민성,36.0,10.3186,3.0,0.0,0.0,0.0,99.99,0.0,1.0,2025
15882,김대호,5.14,5.79483,1.9,8.143,6.429,1.286,1.2667,0.0,4.0,2025
16040,박기호,3.0,6.58531,1.46,4.875,4.5,1.125,1.0833,0.0,1.0,2025
16088,네일,2.25,3.1312199999999994,1.07,8.325,2.245,0.329,3.7073,19.0,27.0,2025
16092,박준우,8.03,3.50513,2.19,8.027,4.378,0.0,1.8333,0.0,1.0,2025
16107,황준서,5.3,4.4615,1.43,9.161,4.179,1.125,2.1923,2.0,12.0,2025
16108,조동욱,4.05,4.62697,1.77,6.45,4.35,0.6,1.4828,0.0,2.0,2025
16122,전준표,8.85,6.54979,2.56,6.639,8.41,0.8849999999999999,0.7895,0.0,1.0,2025
16123,김윤하,6.14,6.314090000000001,1.7800000000000002,5.318,4.5,1.636,1.1818,4.0,18.0,2025
16127,김연주,6.62,6.72509,1.78,4.877,4.355,1.742,1.12,0.0,8.0,2025
16138,헤이수스,3.96,3.65102,1.33,9.073,2.42,0.935,3.75,15.0,30.0,2025
16146,앤더슨,2.25,2.37029,1.0,12.845,2.674,0.682,4.8039,17.0,30.0,2025
16153,와이스,2.87,3.12386,1.02,10.427,2.821,0.655,3.6964,21.0,30.0,2025
16160,에르난데스,4.23,3.82167,1.17,9.955,3.273,0.955,3.0417,7.0,14.0,2025
16250,김태형,4.5600000000000005,6.07357,1.35,5.324,2.662,1.521,2.0,0.0,3.0,2025
16261,올러,3.62,2.9032,1.15,10.208,2.839,0.483,3.5956999999999995,16.0,26.0,2025
16273,데이비슨,3.65,3.84648,1.39,8.684,3.503,0.73,2.4792,11.0,22.0,2025
16286,치리노스,3.31,3.1333300000000004,1.18,6.966,1.831,0.254,3.805600000000001,17.0,30.0,2025
16288,최민석,4.4,4.85083,1.36,6.142,3.94,0.811,1.5588,4.0,15.0,2025
16289,홍민규,4.59,5.60764,1.56,4.59,4.05,1.08,1.1333,0.0,2.0,2025
16298,콜어빈,4.48,4.5926,1.53,7.963,4.915,0.56,1.6203,10.0,28.0,2025
16299,잭로그,2.81,3.26182,1.05,7.977,1.994,0.409,4.0,17.0,29.0,2025
16301,정우주,2.85,3.27765,1.02,13.752,3.522,1.006,3.9048,0.0,2.0,2025
16313,폰세,1.89,1.9227,0.94,12.554,2.042,0.498,6.146300000000001,20.0,29.0,2025
16324,화이트,2.87,3.3825,1.15,9.156,2.941,0.601,3.1136,12.0,24.0,2025
16325,정현우,5.86,5.52315,1.72,6.086,5.311,0.8849999999999999,1.1458,3.0,18.0,2025
16330,박정훈,7.43,7.01429,1.9100000000000004,2.739,7.826,0.391,0.35,0.0,3.0,2025
16331,윤현,8.59,7.36864,2.45,6.135999999999999,9.409,0.818,0.6522,0.0,3.0,2025
16335,정세영,16.88,6.84364,4.88,6.75,13.5,0.0,0.5,0.0,1.0,2025
16339,로젠버그,3.23,3.28545,1.17,9.558,2.987,0.597,3.2,6.0,13.0,2025
16349,라일리,3.45,3.12213,1.12,11.302,2.93,0.942,3.8571,16.0,30.0,2025
16350,로건,4.53,4.39089,1.43,7.751,3.486,0.936,2.2239,16.0,31.0,2025
16391,감보아,3.58,3.44179,1.35,9.75,4.083,0.5,2.3878000000000004,11.0,19.0,2025
16397,가라비토,2.64,3.90587,1.19,9.651,4.251,0.689,2.2703,4.0,15.0,2025
16398,웰스,3.15,3.03864,1.2,7.2,2.7,0.0,2.6667,2.0,4.0,2025
16401,패트릭,3.12,3.66974,1.38,6.676,3.115,0.297,2.1429,2.0,9.0,2025
16403,메르세데스,4.47,3.61217,1.36,7.963999999999999,1.748,0.971,4.5556,2.0,8.0,2025
16404,톨허스트,2.86,3.21182,1.25,9.205,3.273,0.409,2.8125,5.0,8.0,2025
16405,벨라스케즈,8.23,6.21864,1.86,7.2,4.629,1.8,1.5556,1.0,7.0,2025
